Date,Day,Mood,Productivity Score,Energy Level,Gym,Day Type,Reading,Sleep Hours,Games Played,Music Related,Custom Activities
2016-11-14,Monday,Good,2,Low,[],Home office,True,5.9,[],['Piano'],[]
2016-11-13,Sunday,Good,4,Medium,"['Arms Day', 'Cardio']",Weekend,False,7.4,['Zelda'],"['Guitar', 'Piano', 'Composition']","['Hangout with Cami', 'Work in HabitLens', 'Dinner with Cami']"
2016-11-12,Saturday,Good,1,High,"['Chest Day', 'Arms Day']",Weekend,True,7.6,[],[],"['Dinner with Cami', 'Hangout with Cami']"
2016-11-11,Friday,Great,3,Medium,['Arms Day'],Office,False,7.8,[],"['Composition', 'Piano']",[]
2016-11-10,Thursday,Meh,1,High,"['Cardio', 'Arms Day']",Classes,True,8.9,[],['Bass'],"['Cooking', 'Meditation', 'Dinner with Cami']"
2016-11-09,Wednesday,Neutral,1,Medium,[],Classes,False,6.9,"['Zelda', 'Clash Royale']","['Listening', 'Composition', 'Piano']",['Cooking']
2016-11-08,Tuesday,Great,2,Medium,"['Back Day', 'Legs Day']",Home office,False,9.0,[],"['Piano', 'Guitar', 'Composition']","['Dinner with Cami', 'Hangout with Cami', 'Cooking']"
2016-11-07,Monday,Good,3,Medium,"['Back Day', 'Arms Day']",Weekend,True,8.6,['Chess'],"['Piano', 'Composition']",[]
2016-11-06,Sunday,Neutral,2,Medium,"['Cardio', 'Chest Day']",Weekend,True,7.1,"['Clash Royale', ""Baldur's Gate""]",[],[]
2016-11-05,Saturday,Terrible,3,Low,[],Weekend,False,4.0,['Clash Royale'],"['Recording', 'Guitar', 'Composition']",[]
2016-11-04,Friday,Neutral,4,Low,"['Arms Day', 'Legs Day']",Office,False,7.7,"['Zelda', 'Chess']","['Recording', 'Composition', 'Bass']","['Meditation', 'Work in HabitLens', 'Hangout with Cami']"
2016-11-03,Thursday,Neutral,3,Medium,[],Classes,True,6.5,[],['Practice'],[]
2016-11-02,Wednesday,Neutral,4,High,['Cardio'],Office,False,6.0,"['Chess', 'Clash Royale']","['Practice', 'Vocals']","['Cooking', 'Meditation', 'Work in HabitLens']"
2016-11-01,Tuesday,Good,5,Medium,"['Back Day', 'Arms Day']",Office,False,7.6,"[""Baldur's Gate"", 'Clash Royale']",['Recording'],"['Dinner with Cami', 'Work in HabitLens']"
2016-10-31,Monday,Neutral,3,Low,[],Home office,True,5.6,[],"['Recording', 'Practice', 'Bass']","['Meditation', 'Dinner with Cami']"
2016-10-30,Sunday,Sad,4,Low,"['Back Day', 'Legs Day']",Weekend,True,7.1,"['Zelda', 'Chess']",['Guitar'],[]
2016-10-29,Saturday,Great,4,Medium,[],Weekend,True,6.8,"['Zelda', ""Baldur's Gate""]","['Piano', 'Guitar', 'Vocals']",[]
2016-10-28,Friday,Good,5,Medium,[],Classes,False,6.1,"['Chess', 'Zelda']",['Bass'],"['Work in HabitLens', 'Cooking', 'Hangout with Cami']"
2016-10-27,Thursday,Meh,4,Medium,"['Chest Day', 'Legs Day']",Office,False,4.9,"[""Baldur's Gate"", 'Clash Royale']",[],"['Meditation', 'Work in HabitLens', 'Hangout with Cami']"
2016-10-26,Wednesday,Meh,4,Low,[],Office,False,5.5,"[""Baldur's Gate"", 'Clash Royale']",['Listening'],['Hangout with Cami']
2016-10-25,Tuesday,Meh,1,High,"['Cardio', 'Chest Day']",Office,False,6.1,"['Chess', 'Clash Royale']","['Bass', 'Composition', 'Practice']",[]
2016-10-24,Monday,Neutral,4,Low,[],Office,False,8.7,[],[],"['Meditation', 'Dinner with Cami']"
2016-10-23,Sunday,Amazing,4,Very High,"['Cardio', 'Back Day']",Weekend,True,8.2,[],"['Listening', 'Bass', 'Piano']",[]
2016-10-22,Saturday,Good,2,High,[],Weekend,True,6.3,[],"['Guitar', 'Practice']","['Work in HabitLens', 'Cooking']"
2016-10-21,Friday,Great,1,Low,['Cardio'],Office,False,5.2,"['Zelda', 'Clash Royale']","['Practice', 'Vocals']",['Meditation']
2016-10-20,Thursday,Great,2,High,[],Weekend,True,5.7,['Chess'],[],['Work in HabitLens']
2016-10-19,Wednesday,Sad,5,Very Low,"['Legs Day', 'Cardio']",Home office,True,6.6,[],['Practice'],['Meditation']
2016-10-18,Tuesday,Neutral,3,Low,['Chest Day'],Weekend,False,6.1,[],['Bass'],"['Hangout with Cami', 'Cooking']"
2016-10-17,Monday,Great,5,High,[],Home office,True,7.1,[],['Listening'],"['Work in HabitLens', 'Dinner with Cami']"
2016-10-16,Sunday,Neutral,2,Very High,['Cardio'],Weekend,True,7.0,[],['Bass'],"['Dinner with Cami', 'Meditation']"
2016-10-15,Saturday,Neutral,3,Very Low,"['Legs Day', 'Chest Day']",Weekend,False,7.0,['Clash Royale'],[],"['Meditation', 'Work in HabitLens', 'Cooking']"
2016-10-14,Friday,Neutral,3,High,"['Back Day', 'Cardio']",Classes,True,6.8,"[""Baldur's Gate""]",['Recording'],"['Work in HabitLens', 'Dinner with Cami']"
2016-10-13,Thursday,Good,3,Medium,['Arms Day'],Home office,True,6.0,"['Clash Royale', 'Chess']",['Guitar'],"['Cooking', 'Work in HabitLens']"
2016-10-12,Wednesday,Meh,1,Very Low,"['Arms Day', 'Cardio']",Home office,False,7.7,[],['Practice'],"['Dinner with Cami', 'Cooking', 'Hangout with Cami']"
2016-10-11,Tuesday,Great,5,Very Low,['Back Day'],Office,False,6.8,['Zelda'],"['Recording', 'Practice']","['Dinner with Cami', 'Cooking']"
2016-10-10,Monday,Neutral,3,Medium,"['Arms Day', 'Chest Day']",Office,True,6.9,['Zelda'],"['Piano', 'Bass']","['Dinner with Cami', 'Cooking', 'Hangout with Cami']"
2016-10-09,Sunday,Sad,1,High,[],Weekend,False,7.3,['Zelda'],[],[]
2016-10-08,Saturday,Neutral,1,High,['Back Day'],Weekend,True,7.0,"['Zelda', 'Clash Royale']","['Piano', 'Listening']",['Cooking']
2016-10-07,Friday,Great,4,Medium,['Chest Day'],Home office,False,5.5,[],['Piano'],"['Hangout with Cami', 'Meditation']"
2016-10-06,Thursday,Great,1,High,['Arms Day'],Classes,True,7.7,['Clash Royale'],['Recording'],"['Hangout with Cami', 'Meditation', 'Dinner with Cami']"
2016-10-05,Wednesday,Good,4,High,[],Classes,True,8.1,"[""Baldur's Gate"", 'Chess']",['Recording'],"['Hangout with Cami', 'Dinner with Cami']"
2016-10-04,Tuesday,Amazing,3,Medium,[],Home office,True,7.8,"['Zelda', ""Baldur's Gate""]",['Composition'],"['Dinner with Cami', 'Cooking', 'Hangout with Cami']"
2016-10-03,Monday,Sad,2,Medium,"['Back Day', 'Arms Day']",Classes,False,6.6,"[""Baldur's Gate"", 'Zelda']",['Recording'],[]
2016-10-02,Sunday,Sad,1,Very High,[],Weekend,True,7.4,['Chess'],['Piano'],[]
2016-10-01,Saturday,Neutral,2,High,[],Weekend,True,6.6,"[""Baldur's Gate""]",['Bass'],"['Work in HabitLens', 'Hangout with Cami']"
2016-09-30,Friday,Neutral,4,Medium,"['Legs Day', 'Cardio']",Office,True,8.0,"['Chess', 'Zelda']","['Piano', 'Vocals']",[]
2016-09-29,Thursday,Good,3,High,['Back Day'],Home office,True,8.3,['Zelda'],"['Piano', 'Practice', 'Recording']",[]
2016-09-28,Wednesday,Neutral,4,Medium,"['Chest Day', 'Back Day']",Classes,True,9.0,[],"['Listening', 'Piano']","['Cooking', 'Meditation', 'Work in HabitLens']"
2016-09-27,Tuesday,Neutral,2,Very High,"['Back Day', 'Legs Day']",Weekend,True,5.8,"['Chess', 'Zelda']",[],"['Dinner with Cami', 'Cooking', 'Work in HabitLens']"
2016-09-26,Monday,Terrible,5,Medium,"['Legs Day', 'Back Day']",Classes,True,6.6,[],[],"['Cooking', 'Meditation', 'Hangout with Cami']"
2016-09-25,Sunday,Great,4,High,"['Back Day', 'Chest Day']",Weekend,False,4.0,"['Zelda', 'Clash Royale']",['Vocals'],"['Work in HabitLens', 'Cooking', 'Dinner with Cami']"
2016-09-24,Saturday,Neutral,5,High,[],Weekend,True,6.3,"['Zelda', 'Clash Royale']","['Practice', 'Bass', 'Guitar']","['Dinner with Cami', 'Work in HabitLens', 'Cooking']"
2016-09-23,Friday,Neutral,2,Medium,['Arms Day'],Office,False,7.1,['Chess'],[],"['Work in HabitLens', 'Cooking', 'Meditation']"
2016-09-22,Thursday,Neutral,1,High,"['Back Day', 'Legs Day']",Home office,True,8.4,"['Chess', 'Zelda']",[],"['Cooking', 'Work in HabitLens']"
2016-09-21,Wednesday,Meh,5,Medium,['Chest Day'],Classes,False,6.8,"[""Baldur's Gate""]","['Composition', 'Guitar', 'Listening']","['Meditation', 'Dinner with Cami']"
2016-09-20,Tuesday,Neutral,3,High,['Legs Day'],Weekend,False,7.7,[],"['Composition', 'Bass', 'Piano']",['Meditation']
2016-09-19,Monday,Neutral,2,Medium,[],Office,True,8.2,"['Clash Royale', 'Zelda']",['Piano'],"['Cooking', 'Meditation']"
2016-09-18,Sunday,Sad,2,High,[],Weekend,False,8.8,['Zelda'],['Listening'],['Meditation']
2016-09-17,Saturday,Great,5,Medium,['Cardio'],Weekend,True,7.8,['Zelda'],['Practice'],[]
2016-09-16,Friday,Neutral,5,Medium,[],Office,False,7.8,"[""Baldur's Gate""]","['Guitar', 'Composition', 'Recording']",['Cooking']
2016-09-15,Thursday,Neutral,4,Low,[],Home office,True,5.4,"[""Baldur's Gate""]","['Recording', 'Bass', 'Guitar']","['Dinner with Cami', 'Hangout with Cami', 'Work in HabitLens']"
2016-09-14,Wednesday,Great,5,Low,['Cardio'],Office,True,8.8,['Clash Royale'],"['Listening', 'Recording']","['Work in HabitLens', 'Cooking', 'Hangout with Cami']"
2016-09-13,Tuesday,Good,4,High,[],Home office,True,6.4,"['Zelda', 'Clash Royale']","['Practice', 'Listening', 'Recording']","['Work in HabitLens', 'Hangout with Cami', 'Cooking']"
2016-09-12,Monday,Sad,2,High,['Back Day'],Classes,True,8.9,"['Chess', 'Zelda']","['Composition', 'Vocals']","['Cooking', 'Work in HabitLens']"
2016-09-11,Sunday,Amazing,3,High,[],Weekend,True,6.8,[],['Listening'],"['Cooking', 'Meditation']"
2016-09-10,Saturday,Neutral,1,Medium,"['Legs Day', 'Back Day']",Weekend,True,6.1,"[""Baldur's Gate""]",[],"['Meditation', 'Cooking']"
2016-09-09,Friday,Great,3,Medium,['Cardio'],Classes,True,5.6,[],[],"['Dinner with Cami', 'Meditation']"
2016-09-08,Thursday,Good,5,High,['Cardio'],Home office,False,7.0,[],"['Practice', 'Recording']",['Cooking']
2016-09-07,Wednesday,Great,3,Medium,[],Office,True,8.9,[],['Bass'],"['Hangout with Cami', 'Dinner with Cami', 'Cooking']"
2016-09-06,Tuesday,Good,1,Medium,"['Back Day', 'Legs Day']",Classes,True,7.6,[],"['Composition', 'Listening', 'Guitar']",['Meditation']
2016-09-05,Monday,Neutral,5,Very Low,[],Weekend,True,6.9,"['Chess', 'Zelda']","['Piano', 'Composition', 'Recording']",['Work in HabitLens']
2016-09-04,Sunday,Neutral,4,Medium,['Back Day'],Weekend,True,9.0,[],[],"['Hangout with Cami', 'Dinner with Cami', 'Work in HabitLens']"
2016-09-03,Saturday,Meh,5,High,['Legs Day'],Weekend,True,6.4,"[""Baldur's Gate"", 'Clash Royale']","['Practice', 'Bass']","['Hangout with Cami', 'Work in HabitLens']"
2016-09-02,Friday,Neutral,3,High,"['Back Day', 'Arms Day']",Home office,True,7.9,"[""Baldur's Gate""]","['Vocals', 'Listening', 'Guitar']","['Dinner with Cami', 'Hangout with Cami', 'Work in HabitLens']"
2016-09-01,Thursday,Good,1,Medium,[],Weekend,False,6.0,[],"['Piano', 'Composition', 'Vocals']","['Meditation', 'Work in HabitLens', 'Hangout with Cami']"
2016-08-31,Wednesday,Great,3,Very High,"['Legs Day', 'Arms Day']",Classes,False,6.8,"[""Baldur's Gate""]","['Recording', 'Guitar', 'Listening']","['Work in HabitLens', 'Cooking', 'Dinner with Cami']"
2016-08-30,Tuesday,Neutral,1,Medium,[],Weekend,True,6.8,"[""Baldur's Gate"", 'Zelda']","['Guitar', 'Vocals']",['Cooking']
2016-08-29,Monday,Good,2,Very Low,[],Home office,False,7.4,"['Chess', ""Baldur's Gate""]","['Listening', 'Practice']",['Cooking']
2016-08-28,Sunday,Good,4,Medium,['Arms Day'],Weekend,False,7.9,"['Chess', ""Baldur's Gate""]","['Piano', 'Guitar']","['Cooking', 'Dinner with Cami', 'Work in HabitLens']"
2016-08-27,Saturday,Great,4,Medium,"['Chest Day', 'Arms Day']",Weekend,False,6.9,['Clash Royale'],['Recording'],"['Cooking', 'Work in HabitLens', 'Dinner with Cami']"
2016-08-26,Friday,Good,2,High,"['Arms Day', 'Cardio']",Classes,True,5.9,['Clash Royale'],"['Practice', 'Listening', 'Composition']",[]
2016-08-25,Thursday,Neutral,1,Low,[],Home office,False,8.3,['Zelda'],[],[]
2016-08-24,Wednesday,Amazing,2,Low,"['Cardio', 'Chest Day']",Weekend,True,6.0,[],[],"['Dinner with Cami', 'Meditation', 'Cooking']"
2016-08-23,Tuesday,Neutral,1,Medium,['Cardio'],Office,False,7.3,"['Chess', ""Baldur's Gate""]",['Piano'],[]
2016-08-22,Monday,Good,3,Low,['Cardio'],Classes,True,6.9,[],"['Practice', 'Piano', 'Recording']","['Work in HabitLens', 'Hangout with Cami']"
2016-08-21,Sunday,Good,5,High,['Chest Day'],Weekend,True,7.6,"['Clash Royale', ""Baldur's Gate""]",['Listening'],"['Cooking', 'Hangout with Cami', 'Meditation']"
2016-08-20,Saturday,Good,2,Medium,['Chest Day'],Weekend,False,8.7,['Chess'],"['Guitar', 'Listening', 'Composition']","['Meditation', 'Work in HabitLens', 'Dinner with Cami']"
2016-08-19,Friday,Amazing,1,High,['Legs Day'],Home office,False,8.4,['Chess'],"['Listening', 'Recording']","['Hangout with Cami', 'Dinner with Cami', 'Meditation']"
2016-08-18,Thursday,Great,1,High,"['Arms Day', 'Cardio']",Weekend,False,8.3,['Chess'],[],"['Cooking', 'Meditation', 'Hangout with Cami']"
2016-08-17,Wednesday,Sad,4,Very High,"['Cardio', 'Chest Day']",Classes,False,5.9,['Clash Royale'],['Recording'],['Dinner with Cami']
2016-08-16,Tuesday,Neutral,3,Low,[],Office,True,5.6,"[""Baldur's Gate""]","['Piano', 'Recording', 'Listening']","['Work in HabitLens', 'Cooking']"
2016-08-15,Monday,Amazing,4,Medium,['Chest Day'],Home office,True,7.2,[],['Guitar'],"['Work in HabitLens', 'Cooking']"
2016-08-14,Sunday,Terrible,4,High,['Arms Day'],Weekend,True,6.4,"['Chess', 'Clash Royale']","['Recording', 'Guitar']",[]
2016-08-13,Saturday,Amazing,5,Low,[],Weekend,False,9.0,['Zelda'],[],"['Work in HabitLens', 'Dinner with Cami']"
2016-08-12,Friday,Neutral,3,High,"['Cardio', 'Back Day']",Weekend,True,6.4,['Chess'],[],"['Meditation', 'Cooking', 'Hangout with Cami']"
2016-08-11,Thursday,Good,4,Medium,"['Arms Day', 'Legs Day']",Classes,True,7.3,['Clash Royale'],"['Composition', 'Bass']",[]
2016-08-10,Wednesday,Neutral,1,Medium,[],Weekend,False,7.9,"['Zelda', ""Baldur's Gate""]",[],['Cooking']
2016-08-09,Tuesday,Neutral,1,High,"['Chest Day', 'Legs Day']",Office,False,5.3,"['Chess', ""Baldur's Gate""]",['Recording'],['Meditation']
2016-08-08,Monday,Amazing,1,High,"['Legs Day', 'Back Day']",Home office,True,6.2,[],"['Listening', 'Composition']","['Dinner with Cami', 'Hangout with Cami', 'Cooking']"
2016-08-07,Sunday,Great,4,High,['Chest Day'],Weekend,True,8.0,['Chess'],"['Recording', 'Listening']",[]
2016-08-06,Saturday,Sad,2,Low,[],Weekend,True,6.4,"['Chess', 'Zelda']",['Bass'],"['Meditation', 'Hangout with Cami']"
2016-08-05,Friday,Neutral,4,Medium,[],Home office,True,7.2,"['Zelda', ""Baldur's Gate""]","['Recording', 'Composition', 'Bass']","['Cooking', 'Hangout with Cami', 'Work in HabitLens']"
2016-08-04,Thursday,Neutral,4,High,"['Arms Day', 'Cardio']",Classes,True,6.4,['Clash Royale'],[],['Cooking']
2016-08-03,Wednesday,Great,3,Medium,['Chest Day'],Office,False,4.7,"['Chess', ""Baldur's Gate""]","['Piano', 'Guitar', 'Practice']","['Cooking', 'Hangout with Cami', 'Meditation']"
2016-08-02,Tuesday,Meh,1,Very High,['Chest Day'],Weekend,True,7.2,['Chess'],[],"['Meditation', 'Work in HabitLens']"
2016-08-01,Monday,Great,2,High,"['Legs Day', 'Cardio']",Office,False,5.1,"[""Baldur's Gate"", 'Chess']","['Listening', 'Practice']","['Meditation', 'Dinner with Cami']"
2016-07-31,Sunday,Meh,1,Medium,"['Legs Day', 'Back Day']",Weekend,True,8.4,"['Zelda', ""Baldur's Gate""]",[],"['Dinner with Cami', 'Cooking']"
2016-07-30,Saturday,Good,1,Medium,['Cardio'],Weekend,False,5.5,['Chess'],[],[]
2016-07-29,Friday,Good,4,Very High,[],Office,False,7.7,"['Zelda', ""Baldur's Gate""]",[],['Cooking']
2016-07-28,Thursday,Amazing,3,Medium,['Cardio'],Classes,True,5.5,"['Zelda', ""Baldur's Gate""]",[],['Meditation']
2016-07-27,Wednesday,Amazing,2,Very Low,[],Home office,True,5.7,[],[],"['Meditation', 'Work in HabitLens']"
2016-07-26,Tuesday,Good,3,Medium,[],Home office,True,7.7,"['Zelda', 'Clash Royale']",[],"['Work in HabitLens', 'Meditation']"
2016-07-25,Monday,Meh,4,High,[],Home office,False,5.3,['Chess'],[],"['Dinner with Cami', 'Meditation']"
2016-07-24,Sunday,Neutral,2,Medium,"['Legs Day', 'Cardio']",Weekend,True,8.6,"['Clash Royale', ""Baldur's Gate""]",['Composition'],"['Hangout with Cami', 'Dinner with Cami']"
2016-07-23,Saturday,Great,2,Medium,"['Back Day', 'Arms Day']",Weekend,True,7.1,"[""Baldur's Gate""]",[],"['Cooking', 'Work in HabitLens', 'Meditation']"
2016-07-22,Friday,Meh,4,Medium,['Legs Day'],Office,True,6.3,[],[],['Meditation']
2016-07-21,Thursday,Neutral,2,High,[],Office,True,7.3,['Zelda'],['Bass'],"['Dinner with Cami', 'Work in HabitLens', 'Cooking']"
2016-07-20,Wednesday,Neutral,4,Low,"['Arms Day', 'Cardio']",Classes,True,7.8,[],['Guitar'],[]
2016-07-19,Tuesday,Great,1,Very High,['Chest Day'],Home office,True,6.7,['Zelda'],[],['Hangout with Cami']
2016-07-18,Monday,Great,3,High,['Cardio'],Weekend,True,6.9,[],"['Piano', 'Bass']",[]
2016-07-17,Sunday,Good,5,Medium,"['Back Day', 'Chest Day']",Weekend,True,9.0,['Clash Royale'],"['Piano', 'Recording', 'Listening']","['Hangout with Cami', 'Cooking']"
2016-07-16,Saturday,Neutral,2,Medium,[],Weekend,False,9.0,['Clash Royale'],"['Composition', 'Recording']","['Dinner with Cami', 'Work in HabitLens']"
2016-07-15,Friday,Good,1,Medium,['Arms Day'],Classes,True,7.5,['Zelda'],['Listening'],"['Work in HabitLens', 'Meditation']"
2016-07-14,Thursday,Good,4,Medium,[],Office,False,5.9,"['Clash Royale', 'Chess']",['Practice'],[]
2016-07-13,Wednesday,Amazing,1,Medium,['Arms Day'],Home office,True,5.7,"[""Baldur's Gate"", 'Chess']","['Guitar', 'Recording']",[]
2016-07-12,Tuesday,Neutral,2,High,"['Chest Day', 'Legs Day']",Home office,True,6.3,[],['Bass'],"['Meditation', 'Cooking']"
2016-07-11,Monday,Neutral,3,Very High,"['Legs Day', 'Arms Day']",Office,True,5.4,['Clash Royale'],"['Bass', 'Vocals', 'Composition']",[]
2016-07-10,Sunday,Great,5,Medium,['Chest Day'],Weekend,True,5.4,"['Zelda', 'Clash Royale']","['Piano', 'Guitar']","['Dinner with Cami', 'Meditation', 'Cooking']"
2016-07-09,Saturday,Great,3,Medium,['Back Day'],Weekend,True,9.0,[],['Recording'],['Hangout with Cami']
2016-07-08,Friday,Neutral,4,High,"['Cardio', 'Chest Day']",Office,False,8.7,"[""Baldur's Gate""]",[],"['Hangout with Cami', 'Work in HabitLens']"
2016-07-07,Thursday,Great,4,Medium,"['Arms Day', 'Legs Day']",Home office,True,8.2,"['Clash Royale', ""Baldur's Gate""]","['Recording', 'Listening', 'Vocals']","['Cooking', 'Hangout with Cami']"
2016-07-06,Wednesday,Great,4,High,"['Arms Day', 'Chest Day']",Office,True,7.2,['Chess'],[],['Meditation']
2016-07-05,Tuesday,Good,5,Low,"['Arms Day', 'Chest Day']",Office,True,8.3,['Clash Royale'],['Recording'],"['Dinner with Cami', 'Work in HabitLens']"
2016-07-04,Monday,Good,4,Medium,[],Classes,False,7.8,"[""Baldur's Gate"", 'Zelda']",[],['Work in HabitLens']
2016-07-03,Sunday,Good,5,Medium,[],Weekend,True,6.5,"['Clash Royale', 'Chess']","['Vocals', 'Recording', 'Piano']",[]
2016-07-02,Saturday,Good,1,High,"['Legs Day', 'Cardio']",Weekend,False,8.4,"['Zelda', 'Chess']","['Listening', 'Piano']","['Hangout with Cami', 'Cooking']"
2016-07-01,Friday,Neutral,1,Medium,"['Legs Day', 'Cardio']",Office,True,8.1,"[""Baldur's Gate""]","['Practice', 'Composition']",['Meditation']
2016-06-30,Thursday,Good,3,Very High,"['Arms Day', 'Back Day']",Classes,True,6.4,[],['Piano'],"['Dinner with Cami', 'Cooking', 'Hangout with Cami']"
2016-06-29,Wednesday,Neutral,5,Very Low,[],Classes,False,6.1,[],['Recording'],"['Hangout with Cami', 'Work in HabitLens', 'Meditation']"
2016-06-28,Tuesday,Great,1,Low,"['Arms Day', 'Chest Day']",Home office,True,9.0,"[""Baldur's Gate""]","['Practice', 'Recording']","['Hangout with Cami', 'Work in HabitLens']"
2016-06-27,Monday,Good,1,High,"['Chest Day', 'Arms Day']",Classes,True,6.0,['Clash Royale'],['Recording'],[]
2016-06-26,Sunday,Good,1,Medium,[],Weekend,True,8.1,[],"['Piano', 'Guitar']",[]
2016-06-25,Saturday,Neutral,1,Medium,[],Weekend,True,8.2,"['Clash Royale', ""Baldur's Gate""]","['Vocals', 'Bass']","['Hangout with Cami', 'Cooking', 'Work in HabitLens']"
2016-06-24,Friday,Good,2,High,['Cardio'],Office,True,7.4,"['Clash Royale', ""Baldur's Gate""]","['Composition', 'Guitar']",[]
2016-06-23,Thursday,Good,1,Low,[],Office,True,5.6,"[""Baldur's Gate""]",[],"['Hangout with Cami', 'Dinner with Cami']"
2016-06-22,Wednesday,Meh,5,High,"['Chest Day', 'Cardio']",Home office,False,8.2,"[""Baldur's Gate"", 'Zelda']","['Piano', 'Bass']","['Hangout with Cami', 'Dinner with Cami', 'Cooking']"
2016-06-21,Tuesday,Great,4,Medium,"['Arms Day', 'Legs Day']",Office,False,6.0,[],[],[]
2016-06-20,Monday,Great,5,Medium,"['Cardio', 'Legs Day']",Office,True,8.2,['Clash Royale'],[],['Dinner with Cami']
2016-06-19,Sunday,Terrible,3,Medium,[],Weekend,True,7.0,['Clash Royale'],"['Recording', 'Bass', 'Listening']","['Hangout with Cami', 'Meditation', 'Dinner with Cami']"
2016-06-18,Saturday,Sad,5,Medium,"['Legs Day', 'Back Day']",Weekend,True,7.0,"['Clash Royale', ""Baldur's Gate""]",[],[]
2016-06-17,Friday,Neutral,5,High,"['Legs Day', 'Cardio']",Office,False,5.9,"['Clash Royale', ""Baldur's Gate""]",['Composition'],"['Hangout with Cami', 'Cooking']"
2016-06-16,Thursday,Good,3,Medium,"['Legs Day', 'Arms Day']",Home office,True,7.9,"[""Baldur's Gate"", 'Zelda']",['Recording'],[]
2016-06-15,Wednesday,Amazing,3,Very High,[],Weekend,True,5.1,[],[],"['Hangout with Cami', 'Cooking', 'Meditation']"
2016-06-14,Tuesday,Good,1,High,"['Legs Day', 'Chest Day']",Home office,True,7.5,['Clash Royale'],[],[]
2016-06-13,Monday,Meh,1,Very Low,"['Arms Day', 'Legs Day']",Classes,True,4.8,"[""Baldur's Gate"", 'Zelda']",[],"['Work in HabitLens', 'Dinner with Cami', 'Meditation']"
2016-06-12,Sunday,Great,4,High,['Legs Day'],Weekend,True,5.7,"[""Baldur's Gate""]","['Composition', 'Vocals', 'Bass']",['Dinner with Cami']
2016-06-11,Saturday,Neutral,1,High,"['Cardio', 'Legs Day']",Weekend,True,7.0,['Chess'],['Bass'],"['Work in HabitLens', 'Cooking', 'Hangout with Cami']"
2016-06-10,Friday,Neutral,1,Low,"['Back Day', 'Legs Day']",Classes,True,6.4,"[""Baldur's Gate"", 'Zelda']","['Guitar', 'Piano', 'Recording']",[]
2016-06-09,Thursday,Neutral,5,Low,[],Home office,True,5.6,[],"['Recording', 'Vocals', 'Guitar']",[]
2016-06-08,Wednesday,Meh,5,Medium,"['Arms Day', 'Back Day']",Weekend,False,5.6,['Clash Royale'],[],"['Dinner with Cami', 'Hangout with Cami']"
2016-06-07,Tuesday,Meh,1,Medium,"['Arms Day', 'Legs Day']",Office,False,5.6,"[""Baldur's Gate""]","['Recording', 'Guitar', 'Practice']","['Cooking', 'Hangout with Cami', 'Work in HabitLens']"
2016-06-06,Monday,Great,3,Low,"['Chest Day', 'Arms Day']",Weekend,True,5.4,"[""Baldur's Gate""]","['Practice', 'Guitar']","['Cooking', 'Dinner with Cami', 'Work in HabitLens']"
2016-06-05,Sunday,Amazing,3,Medium,[],Weekend,False,7.1,['Zelda'],[],"['Dinner with Cami', 'Hangout with Cami']"
2016-06-04,Saturday,Meh,5,High,"['Chest Day', 'Legs Day']",Weekend,True,5.7,"['Chess', ""Baldur's Gate""]","['Practice', 'Recording']","['Dinner with Cami', 'Meditation', 'Hangout with Cami']"
2016-06-03,Friday,Good,4,Low,[],Office,False,8.4,[],['Piano'],"['Cooking', 'Meditation']"
2016-06-02,Thursday,Meh,5,Low,['Back Day'],Home office,False,7.9,"['Zelda', 'Clash Royale']",[],[]
2016-06-01,Wednesday,Neutral,2,Medium,"['Legs Day', 'Cardio']",Office,False,7.1,"[""Baldur's Gate"", 'Chess']","['Guitar', 'Recording', 'Bass']",[]
2016-05-31,Tuesday,Meh,4,Low,[],Office,True,5.8,"['Clash Royale', 'Chess']",[],"['Dinner with Cami', 'Cooking', 'Meditation']"
2016-05-30,Monday,Good,2,High,['Chest Day'],Weekend,False,8.5,"['Clash Royale', 'Zelda']","['Piano', 'Guitar']",['Meditation']
2016-05-29,Sunday,Neutral,4,Medium,['Chest Day'],Weekend,True,7.8,[],"['Bass', 'Vocals']","['Meditation', 'Hangout with Cami', 'Dinner with Cami']"
2016-05-28,Saturday,Meh,2,High,"['Back Day', 'Chest Day']",Weekend,True,7.5,['Zelda'],['Composition'],"['Meditation', 'Work in HabitLens']"
2016-05-27,Friday,Neutral,1,Very Low,['Legs Day'],Classes,True,7.9,"['Clash Royale', 'Chess']","['Bass', 'Piano', 'Guitar']","['Cooking', 'Dinner with Cami', 'Work in HabitLens']"
2016-05-26,Thursday,Good,3,Very High,['Legs Day'],Weekend,True,8.1,"[""Baldur's Gate""]",[],[]
2016-05-25,Wednesday,Meh,1,High,['Cardio'],Office,True,6.2,[],['Guitar'],[]
2016-05-24,Tuesday,Neutral,4,Medium,"['Chest Day', 'Legs Day']",Classes,True,6.4,"[""Baldur's Gate""]",[],['Meditation']
2016-05-23,Monday,Good,1,High,[],Office,True,7.0,['Clash Royale'],"['Piano', 'Vocals', 'Recording']","['Cooking', 'Meditation']"
2016-05-22,Sunday,Great,2,Medium,['Legs Day'],Weekend,False,5.6,[],"['Practice', 'Recording', 'Piano']",[]
2016-05-21,Saturday,Neutral,1,High,"['Chest Day', 'Cardio']",Weekend,True,5.4,"[""Baldur's Gate""]","['Vocals', 'Composition', 'Bass']",['Meditation']
